anomaly_type,affected_records_pct,data_source,pipeline_stage,historical_frequency,time_sensitivity,data_domain,severity_score_raw,severity_score,label
null_values,4.73,api_feed,validation,first_occurrence,high,finance,0.4661,0.3943,auto_resolve
duplicates,21.71,manual_entry,loading,occasional,medium,operations,0.4227,0.528,escalate
duplicates,9.12,iot_stream,transformation,chronic,medium,product,0.3216,0.4584,auto_resolve
referential_integrity,50.91,crm,validation,frequent,medium,operations,0.514,0.5425,escalate
duplicates,18.95,manual_entry,ingestion,occasional,medium,finance,0.3856,0.5085,escalate
duplicates,7.34,erp,validation,rare,low,hr,0.267,0.1308,auto_resolve
data_corruption,44.07,iot_stream,loading,occasional,medium,finance,0.6498,0.594,escalate
duplicates,20.82,crm,serving,frequent,low,hr,0.3271,0.346,auto_resolve
null_values,26.02,api_feed,ingestion,frequent,low,hr,0.3025,0.3248,auto_resolve
null_values,7.33,api_feed,loading,rare,low,marketing,0.3162,0.4591,auto_resolve
null_values,5.51,erp,ingestion,rare,medium,operations,0.3287,0.2288,auto_resolve
null_values,23.46,data_warehouse,transformation,frequent,low,finance,0.3058,0.2521,auto_resolve
duplicates,19.51,crm,validation,occasional,medium,marketing,0.3167,0.3082,auto_resolve
outlier,4.61,crm,transformation,chronic,high,hr,0.3993,0.3474,auto_resolve
outlier,30.87,api_feed,transformation,occasional,medium,marketing,0.4263,0.322,auto_resolve
null_values,23.77,api_feed,validation,occasional,high,finance,0.4749,0.4273,auto_resolve
schema_mismatch,50.01,erp,validation,rare,medium,hr,0.5432,0.5187,escalate
null_values,35.88,erp,validation,occasional,low,hr,0.3469,0.4916,escalate
referential_integrity,28.65,crm,transformation,occasional,high,product,0.5364,0.4343,auto_resolve
null_values,13.8,iot_stream,validation,first_occurrence,medium,product,0.4045,0.486,escalate
schema_mismatch,25.56,api_feed,transformation,occasional,critical,operations,0.6038,0.731,critical
duplicates,57.75,erp,ingestion,rare,low,operations,0.3843,0.3331,auto_resolve
schema_mismatch,3.39,erp,transformation,frequent,high,operations,0.4548,0.4808,escalate
duplicates,61.71,data_warehouse,validation,rare,medium,product,0.4474,0.505,escalate
outlier,15.73,iot_stream,ingestion,occasional,high,operations,0.4448,0.4859,escalate
null_values,11.86,crm,ingestion,frequent,low,compliance,0.2533,0.2615,auto_resolve
referential_integrity,41.97,manual_entry,serving,rare,medium,hr,0.6551,0.5872,escalate
duplicates,50.91,crm,loading,occasional,low,marketing,0.3681,0.4344,auto_resolve
outlier,54.68,erp,validation,frequent,high,product,0.5256,0.4882,escalate
outlier,56.12,iot_stream,loading,occasional,low,finance,0.4991,0.502,escalate
data_corruption,2.72,iot_stream,serving,occasional,medium,compliance,0.5744,0.592,escalate
null_values,29.11,crm,validation,frequent,medium,marketing,0.3527,0.4383,auto_resolve
null_values,24.38,iot_stream,ingestion,chronic,medium,hr,0.3651,0.5579,escalate
null_values,37.97,manual_entry,validation,frequent,high,hr,0.5207,0.4469,auto_resolve
null_values,18.96,manual_entry,serving,occasional,medium,finance,0.4958,0.501,escalate
schema_mismatch,30.78,manual_entry,validation,occasional,low,hr,0.4446,0.2961,auto_resolve
data_corruption,9.55,api_feed,ingestion,occasional,high,marketing,0.5076,0.6558,critical
data_corruption,35.72,data_warehouse,serving,occasional,medium,marketing,0.5611,0.5654,escalate
duplicates,42.17,erp,loading,occasional,medium,finance,0.4587,0.4287,auto_resolve
schema_mismatch,9.34,api_feed,transformation,frequent,low,product,0.3438,0.349,auto_resolve
referential_integrity,21.27,erp,serving,occasional,medium,product,0.511,0.5213,escalate
referential_integrity,60.46,iot_stream,validation,frequent,high,finance,0.6741,0.601,escalate
null_values,14.63,crm,loading,chronic,critical,product,0.4715,0.5903,escalate
duplicates,38.45,api_feed,serving,occasional,critical,product,0.5898,0.6543,critical
outlier,13.04,manual_entry,ingestion,rare,high,finance,0.5076,0.586,escalate
duplicates,17.85,erp,loading,chronic,low,compliance,0.3005,0.2325,auto_resolve
duplicates,11.73,erp,transformation,rare,medium,finance,0.3762,0.3028,auto_resolve
data_corruption,31.87,erp,loading,frequent,low,product,0.4748,0.4635,auto_resolve
data_corruption,17.31,manual_entry,loading,first_occurrence,medium,operations,0.6086,0.6886,critical
referential_integrity,31.97,erp,loading,rare,low,compliance,0.5073,0.5575,escalate
outlier,16.56,api_feed,loading,rare,critical,marketing,0.5527,0.4749,escalate
null_values,16.98,api_feed,loading,rare,low,marketing,0.3418,0.4086,auto_resolve
duplicates,25.24,data_warehouse,ingestion,chronic,low,product,0.2247,0.1275,auto_resolve
duplicates,7.56,manual_entry,transformation,rare,high,hr,0.4636,0.3974,auto_resolve
schema_mismatch,37.55,crm,ingestion,rare,low,hr,0.4131,0.4289,auto_resolve
duplicates,4.87,iot_stream,loading,frequent,low,hr,0.2824,0.1653,auto_resolve
schema_mismatch,7.25,iot_stream,validation,chronic,medium,hr,0.4011,0.3047,auto_resolve
duplicates,34.47,manual_entry,validation,occasional,critical,finance,0.5872,0.7424,critical
outlier,28.71,api_feed,ingestion,frequent,low,finance,0.3443,0.4809,escalate
duplicates,46.73,crm,validation,first_occurrence,medium,finance,0.4719,0.7009,critical
duplicates,46.89,manual_entry,transformation,frequent,low,finance,0.4202,0.4652,auto_resolve
null_values,32.78,api_feed,serving,frequent,medium,product,0.4557,0.5202,escalate
null_values,19.54,erp,loading,frequent,medium,marketing,0.3698,0.3543,auto_resolve
referential_integrity,32.64,crm,transformation,occasional,medium,operations,0.4913,0.4562,auto_resolve
duplicates,14.51,erp,loading,chronic,medium,finance,0.3553,0.4425,auto_resolve
null_values,45.81,api_feed,ingestion,occasional,critical,product,0.5503,0.6865,critical
outlier,49.24,crm,ingestion,frequent,medium,finance,0.4502,0.5289,escalate
schema_mismatch,13.06,manual_entry,validation,frequent,medium,finance,0.4671,0.3831,auto_resolve
null_values,19.95,iot_stream,validation,rare,medium,product,0.3995,0.4386,auto_resolve
duplicates,49.18,erp,ingestion,chronic,medium,finance,0.4036,0.3266,auto_resolve
null_values,14.89,crm,ingestion,frequent,medium,product,0.3048,0.2724,auto_resolve
schema_mismatch,27.16,crm,transformation,frequent,medium,marketing,0.4271,0.5907,escalate
null_values,32.68,erp,ingestion,occasional,low,product,0.3096,0.1897,auto_resolve
null_values,16.59,iot_stream,transformation,frequent,low,finance,0.3323,0.5492,escalate
null_values,27.84,api_feed,transformation,occasional,medium,marketing,0.3971,0.452,auto_resolve
schema_mismatch,41.06,iot_stream,serving,chronic,low,operations,0.4869,0.4403,auto_resolve
null_values,2.28,data_warehouse,transformation,first_occurrence,low,hr,0.292,0.2988,auto_resolve
outlier,14.28,erp,ingestion,occasional,medium,product,0.3464,0.2779,auto_resolve
null_values,7.54,manual_entry,ingestion,rare,high,marketing,0.4281,0.3734,auto_resolve
schema_mismatch,10.57,api_feed,ingestion,frequent,low,hr,0.3264,0.3337,auto_resolve
duplicates,1.34,api_feed,loading,occasional,high,finance,0.4215,0.3886,auto_resolve
duplicates,9.76,erp,transformation,frequent,low,product,0.2478,0.1545,auto_resolve
null_values,18.71,erp,ingestion,frequent,critical,compliance,0.4977,0.4756,escalate
outlier,24.2,manual_entry,serving,occasional,medium,finance,0.5342,0.4027,auto_resolve
referential_integrity,31.23,api_feed,loading,frequent,medium,finance,0.543,0.4158,auto_resolve
null_values,10.03,erp,ingestion,frequent,medium,product,0.3025,0.1743,auto_resolve
null_values,42.29,crm,ingestion,occasional,medium,product,0.3896,0.5567,escalate
referential_integrity,51.65,api_feed,loading,occasional,medium,hr,0.5926,0.6332,critical
duplicates,56.23,manual_entry,validation,rare,medium,operations,0.5066,0.5662,escalate
null_values,50.15,api_feed,serving,first_occurrence,critical,product,0.6862,0.6873,critical
null_values,19.4,crm,ingestion,occasional,high,marketing,0.3853,0.4359,auto_resolve
schema_mismatch,16.56,erp,loading,occasional,medium,compliance,0.4855,0.603,escalate
outlier,5.35,manual_entry,ingestion,occasional,high,product,0.4302,0.471,escalate
schema_mismatch,32.21,manual_entry,transformation,chronic,low,product,0.4272,0.5912,escalate
data_corruption,21.83,crm,loading,first_occurrence,medium,product,0.5557,0.552,escalate
duplicates,50.06,api_feed,validation,frequent,medium,compliance,0.4545,0.5144,escalate
duplicates,10.75,api_feed,ingestion,frequent,medium,finance,0.3154,0.3858,auto_resolve
duplicates,24.01,manual_entry,ingestion,frequent,critical,compliance,0.5369,0.4437,auto_resolve
duplicates,17.02,crm,loading,occasional,high,marketing,0.4055,0.4098,auto_resolve
null_values,16.87,api_feed,ingestion,rare,critical,marketing,0.4846,0.3005,auto_resolve
null_values,57.4,data_warehouse,transformation,frequent,medium,marketing,0.433,0.42,auto_resolve
duplicates,5.89,erp,ingestion,frequent,medium,marketing,0.2647,0.2368,auto_resolve
outlier,15.32,erp,ingestion,frequent,high,operations,0.4106,0.3767,auto_resolve
null_values,17.2,crm,loading,rare,low,operations,0.3333,0.2925,auto_resolve
duplicates,24.61,crm,ingestion,occasional,high,finance,0.4136,0.4648,auto_resolve
schema_mismatch,7.2,data_warehouse,transformation,occasional,low,marketing,0.3106,0.222,auto_resolve
schema_mismatch,32.68,data_warehouse,validation,occasional,high,marketing,0.4894,0.6754,critical
outlier,16.13,crm,ingestion,frequent,high,hr,0.4092,0.4659,auto_resolve
outlier,38.91,data_warehouse,validation,rare,low,operations,0.371,0.2907,auto_resolve
outlier,4.75,crm,transformation,rare,low,hr,0.3101,0.3748,auto_resolve
null_values,0.77,api_feed,loading,first_occurrence,medium,product,0.3909,0.4904,escalate
duplicates,15.98,manual_entry,loading,rare,low,hr,0.3695,0.4065,auto_resolve
schema_mismatch,24.59,erp,loading,rare,high,marketing,0.5422,0.4416,auto_resolve
null_values,6.04,api_feed,transformation,first_occurrence,low,operations,0.3301,0.5538,escalate
null_values,34.92,api_feed,loading,occasional,medium,operations,0.448,0.512,escalate
null_values,34.42,crm,validation,frequent,low,finance,0.3318,0.2071,auto_resolve
duplicates,7.84,data_warehouse,transformation,frequent,low,product,0.221,0.2419,auto_resolve
duplicates,15.5,erp,ingestion,occasional,low,finance,0.2596,0.2375,auto_resolve
null_values,6.39,crm,ingestion,first_occurrence,high,compliance,0.4378,0.4384,auto_resolve
outlier,30.06,data_warehouse,ingestion,frequent,high,finance,0.4526,0.3332,auto_resolve
referential_integrity,3.62,api_feed,ingestion,occasional,critical,hr,0.5421,0.5476,escalate
null_values,7.14,erp,serving,rare,medium,marketing,0.4005,0.3174,auto_resolve
referential_integrity,36.54,erp,serving,occasional,low,compliance,0.5326,0.4976,escalate
null_values,35.61,crm,ingestion,chronic,low,product,0.2851,0.3239,auto_resolve
referential_integrity,9.35,erp,serving,occasional,medium,finance,0.5143,0.4667,auto_resolve
data_corruption,20.06,erp,validation,chronic,low,finance,0.4294,0.4003,auto_resolve
null_values,13.93,api_feed,transformation,rare,low,hr,0.3358,0.4178,auto_resolve
outlier,5.3,api_feed,serving,rare,medium,finance,0.4678,0.3789,auto_resolve
data_corruption,47.84,iot_stream,validation,rare,low,finance,0.5795,0.5147,escalate
referential_integrity,0.12,data_warehouse,validation,frequent,medium,compliance,0.3898,0.2643,auto_resolve
data_corruption,40.59,erp,ingestion,occasional,medium,hr,0.5449,0.4626,auto_resolve
schema_mismatch,33.34,data_warehouse,ingestion,occasional,high,finance,0.5201,0.533,escalate
null_values,5.31,iot_stream,serving,chronic,medium,operations,0.3886,0.4525,auto_resolve
outlier,15.74,data_warehouse,ingestion,occasional,high,finance,0.4226,0.342,auto_resolve
schema_mismatch,6.3,manual_entry,ingestion,rare,medium,product,0.4328,0.4938,escalate
schema_mismatch,27.36,crm,ingestion,frequent,low,finance,0.3635,0.3741,auto_resolve
duplicates,66.33,crm,transformation,rare,medium,marketing,0.4779,0.3396,auto_resolve
schema_mismatch,8.44,data_warehouse,transformation,occasional,low,marketing,0.3139,0.3313,auto_resolve
null_values,43.63,api_feed,serving,frequent,medium,compliance,0.5299,0.6493,critical
outlier,17.28,iot_stream,transformation,occasional,high,finance,0.5083,0.3191,auto_resolve
null_values,19.24,manual_entry,loading,occasional,high,hr,0.5131,0.7136,critical
outlier,15.45,erp,validation,occasional,low,operations,0.3065,0.2454,auto_resolve
outlier,26.44,erp,transformation,rare,low,product,0.3684,0.2035,auto_resolve
duplicates,7.85,data_warehouse,ingestion,occasional,low,marketing,0.1957,0.2095,auto_resolve
duplicates,20.41,crm,ingestion,occasional,critical,product,0.4385,0.5216,escalate
duplicates,16.1,manual_entry,loading,rare,medium,compliance,0.4605,0.4325,auto_resolve
data_corruption,31.35,data_warehouse,loading,first_occurrence,medium,marketing,0.5601,0.5912,escalate
outlier,19.95,crm,transformation,occasional,low,marketing,0.3126,0.5245,escalate
duplicates,24.21,erp,serving,occasional,high,compliance,0.5198,0.5404,escalate
null_values,52.88,api_feed,loading,occasional,medium,operations,0.4974,0.7957,critical
null_values,3.59,iot_stream,ingestion,chronic,low,product,0.2311,0.3576,auto_resolve
duplicates,37.18,api_feed,validation,rare,medium,product,0.4136,0.4187,auto_resolve
referential_integrity,60.04,crm,loading,rare,high,marketing,0.6467,0.6759,critical
outlier,56.18,crm,loading,frequent,medium,finance,0.5225,0.4906,escalate
null_values,33.33,erp,ingestion,rare,critical,marketing,0.5176,0.5426,escalate
referential_integrity,43.35,erp,ingestion,chronic,high,operations,0.5427,0.5989,escalate
duplicates,42.81,erp,transformation,frequent,medium,operations,0.4092,0.3688,auto_resolve
referential_integrity,22.18,iot_stream,ingestion,occasional,critical,hr,0.6053,0.4673,auto_resolve
null_values,34.08,crm,ingestion,rare,high,operations,0.4622,0.5943,escalate
schema_mismatch,9.11,iot_stream,validation,occasional,medium,product,0.4134,0.5107,escalate
referential_integrity,21.21,data_warehouse,transformation,frequent,high,finance,0.5313,0.3896,auto_resolve
null_values,3.54,api_feed,ingestion,first_occurrence,medium,operations,0.3562,0.3733,auto_resolve
schema_mismatch,32.55,api_feed,validation,frequent,medium,finance,0.4888,0.5915,escalate
data_corruption,5.98,crm,ingestion,frequent,medium,finance,0.4407,0.5331,escalate
null_values,13.35,api_feed,transformation,frequent,high,marketing,0.4117,0.3423,auto_resolve
null_values,49.91,erp,loading,first_occurrence,critical,compliance,0.7018,0.8,critical
schema_mismatch,3.03,erp,loading,frequent,medium,marketing,0.3896,0.3911,auto_resolve
duplicates,29.81,api_feed,ingestion,frequent,medium,marketing,0.3387,0.3776,auto_resolve
null_values,18.1,crm,loading,first_occurrence,medium,hr,0.4315,0.3395,auto_resolve
duplicates,18.58,erp,loading,frequent,high,hr,0.4328,0.0071,auto_resolve
outlier,10.94,manual_entry,validation,rare,medium,operations,0.4261,0.3484,auto_resolve
null_values,44.81,api_feed,serving,chronic,low,marketing,0.4049,0.4586,auto_resolve
duplicates,22.52,crm,ingestion,first_occurrence,low,marketing,0.2876,0.267,auto_resolve
outlier,36.9,crm,ingestion,rare,low,finance,0.3796,0.4446,auto_resolve
duplicates,3.59,erp,loading,frequent,low,marketing,0.2427,0.3533,auto_resolve
outlier,0.27,api_feed,transformation,rare,medium,finance,0.401,0.3679,auto_resolve
duplicates,35.97,api_feed,transformation,rare,low,hr,0.3751,0.3322,auto_resolve
data_corruption,21.46,crm,ingestion,first_occurrence,high,product,0.5709,0.3523,auto_resolve
schema_mismatch,3.94,api_feed,ingestion,frequent,medium,marketing,0.3549,0.2002,auto_resolve
null_values,28.98,data_warehouse,ingestion,first_occurrence,medium,marketing,0.3789,0.2449,auto_resolve
referential_integrity,42.74,api_feed,ingestion,occasional,high,product,0.5636,0.6193,critical
duplicates,14.76,api_feed,serving,occasional,medium,operations,0.4036,0.3715,auto_resolve
null_values,37.47,api_feed,ingestion,occasional,high,hr,0.4801,0.4267,auto_resolve
null_values,40.54,iot_stream,loading,occasional,high,product,0.5307,0.4658,auto_resolve
schema_mismatch,12.1,data_warehouse,ingestion,rare,medium,hr,0.3979,0.32,auto_resolve
null_values,42.22,crm,transformation,chronic,medium,hr,0.415,0.5074,escalate
null_values,18.84,erp,serving,frequent,medium,marketing,0.3997,0.4091,auto_resolve
null_values,38.4,crm,ingestion,chronic,medium,compliance,0.3906,0.4897,escalate
duplicates,55.77,manual_entry,ingestion,frequent,medium,hr,0.4642,0.2448,auto_resolve
duplicates,7.28,crm,loading,frequent,medium,finance,0.3343,0.3876,auto_resolve
duplicates,12.92,data_warehouse,ingestion,chronic,medium,operations,0.261,0.2127,auto_resolve
null_values,58.66,crm,ingestion,occasional,medium,finance,0.4659,0.4378,auto_resolve
null_values,17.87,api_feed,serving,chronic,low,operations,0.3461,0.4814,escalate
schema_mismatch,24.9,erp,transformation,first_occurrence,low,finance,0.4608,0.4218,auto_resolve
